473,Carmen,Lepland,false,true,445910400000
481,Wei,Chen,false,true,491788800000
545,Emperor of Brazil,Silva,false,true,467251200000
609,Diego,Gomez,true,false,607046400000
777,Babar,Khan,false,true,419299200000
809,Chan Kok,Lim,true,false,624758400000
849,Yang,Zhang,true,false,594432000000
977,Ammar,Cardinale,true,false,531705600000
1169,Hassan,Khaleghi,false,true,392256000000
1529,Chen,Liu,false,true,455760000000
1593,Manuel,Martins,true,false,350524800000
1657,Manuel,Bravo,true,false,530064000000
1665,Hans,Berger,true,false,592012800000
1809,Victor,Lee,false,true,528595200000
1841,Marcelo,Filho,true,false,598579200000
1857,Bingyi,Zhang,true,false,410227200000
1953,Bob,Calvert,false,true,515462400000
1977,Marcelo,Nascimento,true,false,406771200000
2033,Peng,Liu,false,true,576633600000
2097,Eddie,Alhouthi,true,false,606614400000
2113,Ning,Yang,false,true,464745600000
2153,Federico,Pinto,true,false,478828800000
2169,Aleksandr,Akhmadiyeva,true,false,509500800000
2233,Baby,Li,true,false,387763200000
2265,Ann,Aguilar,true,false,487468800000
2345,Chen,Yang,false,true,364003200000
2433,Yang,Zhao,true,false,596592000000
2441,Sayed,Akef,false,true,403574400000
2489,Andrei,Condariuc,true,false,616550400000
2497,Bing,Li,true,false,386380800000
2505,James,Smith,true,false,618451200000
2513,Koichi,Yamada,true,false,421977600000
2521,Charles,Atem,true,false,600652800000
2529,Lei,Chen,true,false,535420800000
2537,Jose,Sánchez,true,false,430012800000
2545,Alla Kliouka,Agrest,false,true,354326400000
2553,Bingyi,Xu,true,false,609206400000
2561,Paolo,Colombo,true,false,333072000000
2569,Marguerite,Muni,true,false,504144000000
2577,Wei,Zhang,false,true,515548800000
2585,Allister,Simelane,true,false,338860800000
2593,Ismael,Diori,false,true,519696000000
2601,Georg,Schmidt,false,true,518140800000
2609,Valentin,Kovacs,false,true,319161600000
2617,Thomas,Smith,true,false,522460800000
2625,Chris,Brown,false,true,459561600000
2633,Ahsan,Baloch,true,false,575856000000
2641,Jun,Zhang,false,true,576115200000
2649,Arkadi,Hleb,true,false,518572800000
2657,Manuel,Gonzalez,false,true,525139200000
2665,George,Allen,false,true,401068800000
2673,Bich Phuong,Boutteville,true,false,520646400000
2681,Chico,Oliveira,true,false,370569600000
2689,Kamal,Hassan,false,true,572745600000
2697,Ahsan,Malik,true,false,576806400000
2705,Chen,He,false,true,455241600000
2713,Mario,Silva,true,false,476755200000
2721,Samuel,Akongo,true,false,381283200000
2729,James,King,true,false,591062400000
2737,Wei,Li,false,true,388368000000
2745,Dawei,Chen,true,false,354326400000
2753,Joseph,Brown,false,true,519955200000
2761,Chen,Li,false,true,461289600000
2769,Yang,Liu,true,false,324864000000
2777,Zaenal,Balawan,true,false,352080000000
2785,Wei,Chen,false,true,565488000000
2793,Billinjer C,Nguyen,false,true,407894400000
2801,Sarath,Banda,false,true,451353600000
2809,Ge,Li,false,true,574905600000
2817,Ge,Yang,false,true,543110400000
2825,Otto,Beran,true,false,347414400000
